band,link,genres,start_year,end_year,hits
black wire,http://dbpedia.org/resource/Black_Wire,Post-punk,2003,2003,0
blackbud,http://dbpedia.org/resource/Blackbud,Indie rock|Indietronica,2002,2010,0
blackhole,http://dbpedia.org/resource/Blackhole_(band),Rock music,2006,2010,0
blanck mass,http://dbpedia.org/resource/Blanck_Mass,Post-rock,2011,0,5
blank canvas,http://dbpedia.org/resource/Blank_Canvas,Alternative rock|Garage rock|Indie rock|Indietronica|Punk rock,2009,2009,0
bleach blood,http://dbpedia.org/resource/Bleach_Blood,Alternative rock|Indie rock|Indietronica|Power pop,2012,0,0
bleeding oath,http://dbpedia.org/resource/Bleeding_Oath,Progressive rock,2009,2013,0
blind faith,http://dbpedia.org/resource/Blind_Faith,Blues rock,1969,1969,32
blitz kids,http://dbpedia.org/resource/Blitz_Kids_(band),Alternative rock,2006,2015,0
blitzkrieg,http://dbpedia.org/resource/Blitzkrieg_(English_punk_band),Punk rock,1979,1979,1
bloc party,http://dbpedia.org/resource/Bloc_Party,Indie rock|Indietronica,1999,0,39
blossoms,http://dbpedia.org/resource/Blossoms_(band),Alternative rock|Indie rock|Indietronica|Rock music,2013,0,0
dan michaelson and the coastguards,http://dbpedia.org/resource/Dan_Michaelson_and_The_Coastguards,Alternative rock,2009,0,0
death and the penguin,http://dbpedia.org/resource/Death_and_the_Penguin_(band),Indie rock|Indietronica|Rock music,2013,0,0
flotation toy warning,http://dbpedia.org/resource/Flotation_Toy_Warning,Experimental rock|Indie rock|Indietronica,2001,2001,0
blitz,http://dbpedia.org/resource/Blitz_(British_band),Post-punk|Punk rock,1980,2007,0
bombay bicycle club,http://dbpedia.org/resource/Bombay_Bicycle_Club,Indie rock|Indietronica,2005,2016,0
cable,http://dbpedia.org/resource/Cable_(British_band),Indie rock|Indietronica|Noise rock,1992,1999,3
"giles, giles and fripp","http://dbpedia.org/resource/Giles,_Giles_and_Fripp",Psychedelic rock,1967,1968,0
manic street preachers,http://dbpedia.org/resource/Manic_Street_Preachers,Alternative rock|Glam rock|Hard rock|Pop rock|Punk rock,1986,0,1
noel gallagher's high flying birds,http://dbpedia.org/resource/Noel_Gallagher's_High_Flying_Birds,Alternative rock|Baroque pop|Psychedelic rock|Rock music,2010,0,0
we do not negotiate with terrorists,http://dbpedia.org/resource/We_Do_Not_Negotiate_with_Terrorists,Post-punk,2006,0,0
blossom toes,http://dbpedia.org/resource/Blossom_Toes,Hard rock|Psychedelic rock,1967,1969,0
uncle acid and the deadbeats,http://dbpedia.org/resource/Uncle_Acid_&_the_Deadbeats,Heavy metal|Psychedelic rock,2009,0,0
bleech,http://dbpedia.org/resource/Bleech,Alternative rock|Rock music,2009,2009,0
blue,http://dbpedia.org/resource/Blue_(Scottish_band),Pop rock|Soft rock,1973,1979,0
blue october,http://dbpedia.org/resource/Blue_October_(British_band),Alternative rock,1995,0,3
blue orchids,http://dbpedia.org/resource/Blue_Orchids,Post-punk,1979,2007,0
blue syndrome,http://dbpedia.org/resource/Blue_Syndrome,Rock music,2005,2011,0
bluehorses,http://dbpedia.org/resource/The_Bluehorses,Folk rock,1994,1994,0
bluetree,http://dbpedia.org/resource/Bluetree,Rock music,2004,0,0
blurt,http://dbpedia.org/resource/Blurt,Post-punk,1979,0,0
blyth power,http://dbpedia.org/resource/Blyth_Power,Folk rock,1983,1983,0
bmx bandits,http://dbpedia.org/resource/BMX_Bandits_(band),Indie rock|Indietronica,1986,0,1
bobb trimble,http://dbpedia.org/resource/Bobb_Trimble,Psychedelic rock,1980,1986,0
bogshed,http://dbpedia.org/resource/Bogshed,Alternative rock,1984,1984,0
boots for dancing,http://dbpedia.org/resource/Boots_for_Dancing,Post-punk,1979,1982,0
bow wow wow,http://dbpedia.org/resource/Bow_Wow_Wow,New wave,1980,1983,1
boy kill boy,http://dbpedia.org/resource/Boy_Kill_Boy,Alternative rock|Indie rock|Indietronica,2004,2008,0
bracken,http://dbpedia.org/resource/Bracken_(band),Experimental rock|Post-rock,2006,0,1
bradbray apartment,http://dbpedia.org/resource/Bradbray_Apartment,Alternative rock|Indie rock|Indietronica|Post-punk,1987,1990,0
brassy,http://dbpedia.org/resource/Brassy_(band),Alternative rock,1994,1994,2
brawlers,http://dbpedia.org/resource/Brawlers_(band),Punk rock,2013,2013,0
breathless,http://dbpedia.org/resource/Breathless_(band),Indie rock|Indietronica|Post-punk,1983,0,0
breton,http://dbpedia.org/resource/Breton_(band),Experimental rock|Indie rock|Indietronica,2007,0,1
brewers droop,http://dbpedia.org/resource/Brewers_Droop,Blues rock,1971,1973,0
brigade,http://dbpedia.org/resource/Brigade_(band),Alternative rock,2016,2016,0
brigadier ambrose,http://dbpedia.org/resource/Brigadier_Ambrose,Alternative rock,2006,2010,0
brilliant,http://dbpedia.org/resource/Brilliant_(band),Rock music,1982,1986,4
bring me the horizon,http://dbpedia.org/resource/Bring_Me_the_Horizon,Alternative rock,2004,0,0
british lions,http://dbpedia.org/resource/British_Lions_(band),Glam rock|Hard rock,1977,1980,0
british sea power,http://dbpedia.org/resource/British_Sea_Power,Alternative rock|Indie rock|Indietronica|Post-rock,2000,0,3
british theatre,http://dbpedia.org/resource/British_Theatre_(band),Alternative rock|Indie rock|Indietronica|Post-rock,2011,0,0
broken dog,http://dbpedia.org/resource/Broken_Dog,Experimental rock|Indie rock|Indietronica,1994,0,0
broken hands,http://dbpedia.org/resource/Broken_Hands,Alternative rock,2012,0,0
bromheads,http://dbpedia.org/resource/Bromheads_Jacket,Indie rock|Indietronica,2005,0,0
bronski beat,http://dbpedia.org/resource/Bronski_Beat,Dance-rock|New wave,1983,0,4
bubblegum screw,http://dbpedia.org/resource/Bubblegum_Screw,Glam rock|Punk rock,2006,2006,0
buck brothers,http://dbpedia.org/resource/Buck_Brothers,Alternative rock,2005,2011,0
budapest,http://dbpedia.org/resource/Budapest_(band),Alternative rock,1999,2006,0
budgie,http://dbpedia.org/resource/Budgie_(band),Hard rock|Heavy metal|Progressive rock,1967,1988,2
buggles,http://dbpedia.org/resource/The_Buggles,New wave,1977,0,5
bullet union,http://dbpedia.org/resource/Bullet_Union,Noise rock|Punk rock,2003,2003,0
busted,http://dbpedia.org/resource/Busted_(band),Pop rock,2000,2000,5
butterfly explosion,http://dbpedia.org/resource/Butterfly_Explosion,Post-rock,2005,2005,0
butts band,http://dbpedia.org/resource/Butts_Band,Rock music,1973,1975,0
buzzcocks,http://dbpedia.org/resource/Buzzcocks,Power pop|Punk rock,1976,1981,39
bôa,http://dbpedia.org/resource/Bôa,Alternative rock|Indie rock|Indietronica,1993,0,0
c cat trance,http://dbpedia.org/resource/C_Cat_Trance,Post-punk,1983,1983,0
c.j & the satellites,http://dbpedia.org/resource/CJ_&_The_Satellites,Punk rock,2006,2006,0
cabaret voltaire,http://dbpedia.org/resource/Cabaret_Voltaire_(band),Post-punk,1973,1994,15
cactus world news,http://dbpedia.org/resource/Cactus_World_News,New wave|Rock music,1984,1991,2
cajun dance party,http://dbpedia.org/resource/Cajun_Dance_Party,Indie rock|Indietronica,2005,2010,1
camel,http://dbpedia.org/resource/Camel_(band),Progressive rock,1971,0,0
camp stag,http://dbpedia.org/resource/Camp_Stag,Alternative rock|Indie rock|Indietronica,2011,0,0
cannon,http://dbpedia.org/resource/Cannon_(band),Post-rock,1999,2003,0
canterbury,http://dbpedia.org/resource/Canterbury_(band),Alternative rock,2005,2014,0
captain,http://dbpedia.org/resource/Captain_(band),Alternative rock,2005,2009,0
captain face,http://dbpedia.org/resource/Captain_Face,Rock music,2003,0,0
captain phoenix,http://dbpedia.org/resource/Captain_Phoenix,Pop rock,2004,2004,0
caravan,http://dbpedia.org/resource/Caravan_(band),Progressive rock|Psychedelic rock,1968,1978,0
cartoone,http://dbpedia.org/resource/Cartoone,Rock music,1967,1967,0
casbah club,http://dbpedia.org/resource/Casbah_Club,Hard rock|Rock music,2004,2008,0
casino,http://dbpedia.org/resource/Casino_(band),Rock music,2003,2003,0
catatonia,http://dbpedia.org/resource/Catatonia_(band),Alternative rock|Indie rock|Indietronica,1992,2001,0
cathedral,http://dbpedia.org/resource/Cathedral_(band),Heavy metal|Progressive rock,1989,2013,9
catherine wheel,http://dbpedia.org/resource/Catherine_Wheel,Alternative rock,1990,2000,12
catoan,http://dbpedia.org/resource/Catoan,Rock music,2006,2008,0
cats in space,http://dbpedia.org/resource/Cats_in_Space,Power pop|Rock music,2015,0,0
cazals,http://dbpedia.org/resource/Cazals_(band),Alternative rock|New wave|Rock music,2003,2009,0
celloman,http://dbpedia.org/resource/Celloman,Jazz fusion|Jazz rock,2001,2001,0
centipede,http://dbpedia.org/resource/Centipede_(band),Jazz fusion|Jazz rock|Progressive rock,1970,1971,1
champs,http://dbpedia.org/resource/Champs_(British_band),Pop rock,2012,0,2
chaos uk,http://dbpedia.org/resource/Chaos_UK,Punk rock,1979,0,0
chapel club,http://dbpedia.org/resource/Chapel_Club,Post-punk,2007,2013,0
charlie barnes,http://dbpedia.org/resource/Charlie_Barnes_(musician),Alternative rock|Indie rock|Indietronica|Post-rock,2007,0,0
charming liars,http://dbpedia.org/resource/Charming_Liars,Rock music,2010,0,0
cheatahs,http://dbpedia.org/resource/Cheatahs,Noise rock,2009,0,2
chelsea,http://dbpedia.org/resource/Chelsea_(band),Punk rock,1976,0,0
cherry ghost,http://dbpedia.org/resource/Cherry_Ghost,Indie rock|Indietronica,2005,2005,0
cherubs,http://dbpedia.org/resource/Cherubs_(UK_band),Art rock|Indie rock|Indietronica|New wave,2003,2007,0
chimera,http://dbpedia.org/resource/Chimera_(Irish_band),Indie rock|Indietronica|Post-punk,1990,1990,6
china crisis,http://dbpedia.org/resource/China_Crisis,New wave,1979,0,0
china drum,http://dbpedia.org/resource/China_Drum,Alternative rock|Punk rock,1989,2000,0
chris & jenna,http://dbpedia.org/resource/Chris_&_Jenna,Power pop,2009,0,0
chris farlowe,http://dbpedia.org/resource/Chris_Farlowe,Rock music,1957,0,0
christie,http://dbpedia.org/resource/Christie_(band),Blues rock|Pop rock|Rock music,1969,1969,0
chrome molly,http://dbpedia.org/resource/Chrome_Molly,Hard rock,2009,0,0
chron gen,http://dbpedia.org/resource/Chron_Gen,Punk rock,1978,1978,0
chumbawamba,http://dbpedia.org/resource/Chumbawamba,Pop rock,1980,2012,11
ciccone,http://dbpedia.org/resource/Ciccone_(band),Indie rock|Indietronica,2001,2001,3
circulus,http://dbpedia.org/resource/Circulus,Progressive rock,1997,0,0
citizen fish,http://dbpedia.org/resource/Citizen_Fish,Punk rock,1990,0,0
citizens!,http://dbpedia.org/resource/Citizens!,Indie rock|Indietronica,2010,0,0
city reign,http://dbpedia.org/resource/City_Reign,Alternative rock|Indie rock|Indietronica,2008,0,0
classix nouveaux,http://dbpedia.org/resource/Classix_Nouveaux,New wave,1979,1985,0
claytown troupe,http://dbpedia.org/resource/Claytown_Troupe,Hard rock|Post-punk,1984,0,0
clean bandit,http://dbpedia.org/resource/Clean_Bandit,Baroque pop,2009,0,2
climax blues band,http://dbpedia.org/resource/Climax_Blues_Band,Blues rock|Soft rock,1968,0,0
climbing trees,http://dbpedia.org/resource/Climbing_Trees,Alternative rock,2011,0,0
clock dva,http://dbpedia.org/resource/Clock_DVA,Post-punk,1978,1981,0
clock opera,http://dbpedia.org/resource/Clock_Opera,Alternative rock|Indie rock|Indietronica,2009,0,0
clockwork radio,http://dbpedia.org/resource/Clockwork_Radio_(band),Alternative rock,2010,0,0
clouds,http://dbpedia.org/resource/Clouds_(60s_rock_band),Progressive rock,1966,1971,2
cloven hoof,http://dbpedia.org/resource/Cloven_Hoof_(band),Heavy metal,1979,1990,0
club smith,http://dbpedia.org/resource/Club_Smith,Alternative rock|Indie rock|Indietronica,2009,0,0
coast,http://dbpedia.org/resource/Coast_(folk_rock_band),Folk rock,2007,2007,0
cock sparrer,http://dbpedia.org/resource/Cock_Sparrer,Punk rock,1972,1978,0
cocteau twins,http://dbpedia.org/resource/Cocteau_Twins,Post-punk,1979,1997,14
code,http://dbpedia.org/resource/Code_(band),Post-rock|Progressive rock,2002,0,1
codeine velvet club,http://dbpedia.org/resource/Codeine_Velvet_Club,Alternative rock|Baroque pop,2008,2010,0
codes in the clouds,http://dbpedia.org/resource/Codes_in_the_Clouds,Post-rock,2007,0,0
cohesion,http://dbpedia.org/resource/Cohesion_(band),Alternative rock|Indie rock|Indietronica,2003,2007,1
colenso parade,http://dbpedia.org/resource/Colenso_Parade,Alternative rock,1984,1986,0
collapsed lung,http://dbpedia.org/resource/Collapsed_Lung_(band),Rap rock|Rapcore,1992,1992,0
collectors club,http://dbpedia.org/resource/Collectors_Club,Indie rock|Indietronica,2011,2015,0
colours of one,http://dbpedia.org/resource/Colours_of_One,Alternative rock|Rock music,2003,2003,0
combat 84,http://dbpedia.org/resource/Combat_84,Punk rock,1981,1984,0
comsat angels,http://dbpedia.org/resource/The_Comsat_Angels,New wave|Post-punk,1978,1995,0
consumed,http://dbpedia.org/resource/Consumed_(band),Punk rock,1994,1994,0
cook da books,http://dbpedia.org/resource/Cook_da_Books,New wave,1980,1988,0
cornershop,http://dbpedia.org/resource/Cornershop_(band),Indie rock|Indietronica|Raga rock,1991,0,24
cosmic rough riders,http://dbpedia.org/resource/Cosmic_Rough_Riders,Alternative rock|Folk rock|Pop rock,1998,1998,0
courteeners,http://dbpedia.org/resource/The_Courteeners,Indie rock|Indietronica,2006,0,1
cranial screwtop,http://dbpedia.org/resource/Cranial_Screwtop,New wave|Pop rock|Punk rock|Rock music,2002,0,0
cream,http://dbpedia.org/resource/Cream_(band),Blues rock|Hard rock|Psychedelic rock,1993,1993,30
creation's tears,http://dbpedia.org/resource/Creation's_Tears,Alternative rock|Hard rock|Heavy metal,2002,2002,0
creeper,http://dbpedia.org/resource/Creeper_(band),Punk rock,2014,0,0
crew,http://dbpedia.org/resource/Crew_(band),Funk rock|Progressive rock,1965,1972,0
crisis,http://dbpedia.org/resource/Crisis_(band),Punk rock,1977,1980,6
crispy ambulance,http://dbpedia.org/resource/Crispy_Ambulance,Indie rock|Indietronica|Post-punk,1977,1982,0
crushed butler,http://dbpedia.org/resource/Crushed_Butler,Hard rock,1969,1971,0
crystal fighters,http://dbpedia.org/resource/Crystal_Fighters,Indie rock|Indietronica,2008,0,0
cud,http://dbpedia.org/resource/Cud_(band),Indie rock|Indietronica,1987,1987,1
cuddly toys,http://dbpedia.org/resource/Cuddly_Toys,Glam rock|New wave,1977,1992,0
cuff,http://dbpedia.org/resource/Cuff_(band),Indie rock|Indietronica,1996,1996,0
culture club,http://dbpedia.org/resource/Culture_Club,New wave|Rock music,1981,1986,53
culture shock,http://dbpedia.org/resource/Culture_Shock_(band),Punk rock,1986,1989,1
curve,http://dbpedia.org/resource/Curve_(band),Alternative rock,1990,1994,5
curved air,http://dbpedia.org/resource/Curved_Air,Progressive rock,1970,1976,1
custom blue,http://dbpedia.org/resource/Custom_Blue,Alternative rock,1995,1995,0
cutting crew,http://dbpedia.org/resource/Cutting_Crew,New wave|Rock music,2005,0,0
d:ream,http://dbpedia.org/resource/D_Ream,Pop rock,1992,1997,0
daisy chainsaw,http://dbpedia.org/resource/Daisy_Chainsaw,Alternative rock|Indie rock|Indietronica|Noise rock,1989,1989,2
dare,http://dbpedia.org/resource/Dare_(band),Hard rock|Pop rock|Rock music,1985,0,0
dark star,http://dbpedia.org/resource/Dark_Star_(band),Alternative rock|Indie rock|Indietronica|Psychedelic rock,1996,2001,10
dark stares,http://dbpedia.org/resource/Dark_Stares,Alternative rock|Indie rock|Indietronica,2009,0,0
darling,http://dbpedia.org/resource/Darling_(British_band),Rock music,1979,1979,0
dartz!,http://dbpedia.org/resource/Dartz!,Indie rock|Indietronica,2005,2005,0
darwyn,http://dbpedia.org/resource/Darwyn_(band),Alternative rock|Rock music,2005,2010,0
daughter,http://dbpedia.org/resource/Daughter_(band),Folk rock,2010,0,0
david virgin,http://dbpedia.org/resource/David_Virgin,Psychedelic rock|Punk rock,1978,1978,0
daytona lights,http://dbpedia.org/resource/Daytona_Lights,Indie rock|Indietronica,2006,2013,0
deacon blue,http://dbpedia.org/resource/Deacon_Blue,Alternative rock|Pop rock|Rock music,1985,1994,5
dead disco,http://dbpedia.org/resource/Dead_Disco,New wave,2005,2008,1
dead identities,http://dbpedia.org/resource/Dead_Identities,Punk rock,2006,0,0
dead sons,http://dbpedia.org/resource/Dead_Sons,Rock music,2009,2014,0
deadly circus fire,http://dbpedia.org/resource/Deadly_Circus_Fire,Rock music,2009,0,0
deaf havana,http://dbpedia.org/resource/Deaf_Havana,Alternative rock,2005,0,0
death in vegas,http://dbpedia.org/resource/Death_in_Vegas,Alternative rock,1994,0,0
death ramps,http://dbpedia.org/resource/Death_Ramps,Garage rock|Indie rock|Indietronica|Psychedelic rock,2007,2014,0
dedringer,http://dbpedia.org/resource/Dedringer,Hard rock,1977,1985,0
deep purple,http://dbpedia.org/resource/Deep_Purple,Blues rock|Hard rock|Heavy metal|Progressive rock|Psychedelic rock,1968,1976,74
def leppard,http://dbpedia.org/resource/Def_Leppard,Hard rock|Heavy metal,1977,0,74
degrassi,http://dbpedia.org/resource/Degrassi_(band),Indie rock|Indietronica,1999,0,5
del amitri,http://dbpedia.org/resource/Del_Amitri,Alternative rock,1983,2002,1
delays,http://dbpedia.org/resource/Delays,Indie rock|Indietronica,2001,2001,0
delta 5,http://dbpedia.org/resource/Delta_5,New wave|Post-punk,1979,1979,7
deluka,http://dbpedia.org/resource/Deluka,Indie rock|Indietronica|New wave,2004,2004,0
demented are go,http://dbpedia.org/resource/Demented_Are_Go,Punk rock,1980,1995,0
demon,http://dbpedia.org/resource/Demon_(band),Hard rock|Heavy metal|Progressive rock,1979,1992,6
dendera,http://dbpedia.org/resource/Dendera_(band),Heavy metal,2007,0,0
denim,http://dbpedia.org/resource/Denim_(band),Glam rock|Indie rock|Indietronica,1992,1992,0
depeche mode,http://dbpedia.org/resource/Depeche_Mode,Alternative rock|Dance-rock|New wave,1980,0,101
der panther (band),http://dbpedia.org/resource/Der_Panther,Art rock|Rock music,2011,0,0
design,http://dbpedia.org/resource/Design_(UK_band),Folk rock,1968,1976,0
desperate journalist,http://dbpedia.org/resource/Desperate_Journalist,Indie rock|Indietronica,2013,0,0
detachments,http://dbpedia.org/resource/Detachments_(British_band),Art rock,2008,0,0
devilish presley,http://dbpedia.org/resource/Devilish_Presley,Punk rock,2002,2015,0
devilment,http://dbpedia.org/resource/Devilment,Heavy metal,2011,0,0
dexys,http://dbpedia.org/resource/Dexys_Midnight_Runners,New wave|Rock music,1978,1986,0
diagrams,http://dbpedia.org/resource/Diagrams_(band),Rock music,2011,0,2
dial m for murder!,http://dbpedia.org/resource/Dial_M_for_Murder!,Indie rock|Indietronica,2007,0,0
diamond duggal,http://dbpedia.org/resource/Diamond_Duggal,Rock music,1990,0,1
diamond head,http://dbpedia.org/resource/Diamond_Head_(band),Heavy metal,1976,1985,3
die kur,http://dbpedia.org/resource/Die_Kur,Rock music,1996,0,0
die laughing,http://dbpedia.org/resource/Die_Laughing_(band),Alternative rock,1986,0,0
diesel park west,http://dbpedia.org/resource/Diesel_Park_West,Alternative rock,1980,0,0
dinosaur pile-up,http://dbpedia.org/resource/Dinosaur_Pile-Up,Alternative rock|Power pop,2007,0,0
dire straits,http://dbpedia.org/resource/Dire_Straits,Blues rock|Roots rock,1977,1988,61
dirty north,http://dbpedia.org/resource/Dirty_North,Rock music,2008,0,0
discharge,http://dbpedia.org/resource/Discharge_(band),Heavy metal|Punk rock,1977,0,0
disciplin a kitschme,http://dbpedia.org/resource/Disciplin_A_Kitschme,Alternative rock|Jazz fusion|Jazz rock|Noise rock|Post-punk,1981,1981,0
